feature,changed_feature
it is cute,is cute
it eats nuts,eats nuts
it is a rodent,is a rodent
it has a big tail,has a big tail
it has a striped tail,has a striped tail
it makes noises,makes noises
it is used for carving,is used for carving
it is used for wood,is used for wood
it is used for making sculptures,is used for making sculptures
it is used for drawing,is used for drawing
it is used by artists,is used by artists
it is sharp,is sharp
it is made of metal,is made of metal
it has a handle,has a handle
it has a sharp point,has a sharp point
it is used for cutting,is used for cutting
it is made of tobacco,is made of tobacco
it is brown,is brown
it is used for smoking,is used for smoking
it is used for parties,is used for parties
it is used for relaxing,is used for relaxing
it has a filter,has a filter
it is hazardous to health,is hazardous to health
it is bad for the environment,is bad for the environment
it contains nicotine,contains nicotine
it is made of paper,is made of paper
it is made of paper,is made of paper
it is smoked,is smoked
it is used for smoking,is used for smoking
it is used for lighting fires,is used for lighting fires
it is used for burning,is used for burning
it is used for reducing weight,is used for reducing weight
it is made of tobacco,is made of tobacco
it is a stimulant,is a stimulant
it has nicotine,has nicotine
it has carbon monoxide,has carbon monoxide
it has tar,has tar
it is a mollusk,is a mollusk
it lives in water,lives in water
it is edible,is edible
it has a shell,has a shell
it is a bivalve,is a bivalve
it is white,is white
it is made of wood,is made of wood
it is used for music,is used for music
it is used for playing music,is used for playing music
it has a mouthpiece,has a mouthpiece
it is black,is black
it has holes,has holes
it is used for playing music,is used for playing music
it is long,is long
it has a reed,has a reed
it has keys,has keys
it is long,is long
it is used for hiding,is used for hiding
it is used for war,is used for war
it is used for protection,is used for protection
it is black,is black
it is made of leather,is made of leather
it is made of metal,is made of metal
it is used for telling time,is used for telling time
it has numbers,has numbers
it has hands,has hands
it has a face,has a face
it is used for telling time,is used for telling time
it is used for telling the time,is used for telling the time
it is used for telling the time,is used for telling the time
it has numbers on it,has numbers on it
it is used to tell the time,is used to tell the time
it is used for keeping warm,is used for keeping warm
it is used for covering,is used for covering
it is used by women,is used by women
it is used for style,is used for style
it is made of fur,is made of fur
it covers the body,covers the body
it is brown,is brown
it is red,is red
it is cold in winter,is cold in winter
it keeps you dry,keeps you dry
it keeps you warm,keeps you warm
it is a bug,is a bug
it lives in dirty places,lives in dirty places
it is a pest,is a pest
it is a scavenger,is a scavenger
it is a cockroach,is a cockroach
it has six legs,has six legs
it is a bug,is a bug
it has wings,has wings
it is brown,is brown
it has antennae,has antennae
it is brown,is brown
it is used for drinking,is used for drinking
it is used for cooking,is used for cooking
it grows on trees,grows on trees
it has a hard shell,has a hard shell
it is brown,is brown
it has a hairy shell,has a hairy shell
it is made of metal,is made of metal
it is used for money,is used for money
it is used for buying things,is used for buying things
it has a value,has a value
it is worth a dollar,is worth a dollar
it is worth money,is worth money
it is used for combing hair,is used for combing hair
it is used for brushing hair,is used for brushing hair
it is used for styling hair,is used for styling hair
it is used for untangling hair,is used for untangling hair
it is made of plastic,is made of plastic
it has teeth,has teeth
it has a handle,has a handle
it is used for making hair look neater,is used for making hair look neater
it is used for making hair look neat,is used for making hair look neat
it is made of wood,is made of wood
it is used for blocking a bottle,is used for blocking a bottle
it is used for sealing a bottle,is used for sealing a bottle
it is used for closing a bottle,is used for closing a bottle
it is used to prevent air from escaping,is used to prevent air from escaping
it is used to prevent liquid from escaping,is used to prevent liquid from escaping
it is used to prevent liquid from entering,is used to prevent liquid from entering
it is used to open wine,is used to open wine
it is used for twisting,is used for twisting
it has a handle,has a handle
it is used to open bottles,is used to open bottles
it is used for wine,is used for wine
it is used for wine bottles,is used for wine bottles
it has a spiral shape,has a spiral shape
it has a point at the end,has a point at the end
it has a decorative handle,has a decorative handle
it is yellow,is yellow
it has kernels,has kernels
it is used for food,is used for food
it is used for making flour,is used for making flour
it is used for making ethanol,is used for making ethanol
it grows on a plant,grows on a plant
it is a vegetable,is a vegetable
it is eaten by humans,is eaten by humans
it is a mammal,is a mammal
it is a farm animal,is a farm animal
it has 4 legs,has 4 legs
it is a herbivore,is a herbivore
it lives on farms,lives on farms
it has horns,has horns
it has hooves,has hooves
it has a tail,has a tail
it produces milk,produces milk
it is big,is big
it is a crustacean,is a crustacean
it lives in water,lives in water
it is a sea creature,is a sea creature
it is a scavenger,is a scavenger
it has a shell,has a shell
it has a hard shell,has a hard shell
it has two claws,has two claws
it is a scavenger,is a scavenger
it has legs,has legs
it is edible,is edible
it is coloured,is coloured
it is used for drawing,is used for drawing
it is used for colouring pictures,is used for colouring pictures
it is used for colouring books,is used for colouring books
it is used for colouring walls,is used for colouring walls
it is used for colouring paper,is used for colouring paper
it is used for colouring pencils,is used for colouring pencils
it is made of wax,is made of wax
it comes in different colours,comes in different colours
it is used for hunting,is used for hunting
it is used for killing,is used for killing
it is a weapon,is a weapon
it is dangerous,is dangerous
it fires arrows,fires arrows
it is silent,is silent
it is made of wood,is made of wood
it has a string,has a string
it fires,fires
it is used for breaking things,is used for breaking things
it is used for entering buildings,is used for entering buildings
it is used for breaking windows,is used for breaking windows
it is used by burglars,is used by burglars
it can break doors,can break doors
it is a tool,is a tool
it is used for stealing,is used for stealing
