feature,changed_feature
it is black and it is poisonous,it is poisonous
it is used for making grilled cheese sandwiches and it is found in kitchens,it is used for making grilled cheese sandwiches
it is used for making grilled cheese sandwiches and it is found in kitchens,it is found in kitchens
it has a tank and it has a bowl,it has a tank
it has a tank and it has a bowl,it has a bowl
it has a stem and it grows in gardens,it has a stem
it has a stem and it grows in gardens,it grows in gardens
they have long handles and they have teeth,they have long handles
they have long handles and they have teeth,they have teeth
it is used for carrying food and it is used for serving food,it is used for carrying food
it is used for carrying food and it is used for serving food,it is used for serving food
it has a steering wheel and it is used for racing,it has a steering wheel
it has a steering wheel and it is used for racing,it is used for racing
it is used for cooking food and it is used to hold a pot over a fire,it is used for cooking food
it is used for cooking food and it is used to hold a pot over a fire,it is used to hold a pot over a fire
it is played by musicians and it is used in marches,it is played by musicians
it is played by musicians and it is used in marches,it is used in marches
it is used for hauling supplies and it is used for hauling cargo,it is used for hauling supplies
it is used for hauling supplies and it is used for hauling cargo,it is used for hauling cargo
it is used for playing jazz and it has a tube,it is used for playing jazz
it is used for playing jazz and it has a tube,it has a tube
it is used for outdoor concerts and it is used in military bands,it is used for outdoor concerts
it is used for outdoor concerts and it is used in military bands,it is used in military bands
it has a wattle and it is eaten at thanksgiving,it has a wattle
it has a wattle and it is eaten at thanksgiving,it is eaten at thanksgiving
it can be carried on your shoulder and it is used when it rains,it can be carried on your shoulder
it can be carried on your shoulder and it is used when it rains,it is used when it rains
it has a seat and it has a handle,it has a seat
it has a seat and it has a handle,it has a handle
it is used for transporting goods and it has wheels,it is used for transporting goods
it is used for transporting goods and it has wheels,it has wheels
it covers the head and it is worn by religious people,it covers the head
it covers the head and it is worn by religious people,it is worn by religious people
it has four strings and it is found in orchestras,it has four strings
it has four strings and it is found in orchestras,it is found in orchestras
it has a tail and it has a big mouth,it has a tail
it has a tail and it has a big mouth,it has a big mouth
it is black and yellow,it is black
it is black and yellow,it is yellow
it has wings and it has a stinger,it has wings
it has wings and it has a stinger,it has a stinger
it is found in the water and it is big,it is found in the water
it is found in the water and it is big,it is big
it is used for cars and trucks,it is used for cars
it is used for cars and trucks,it is used for trucks
it is found on roads and highways and it rolls,it is found on roads and highways
it is found on roads and highways and it rolls,it rolls
it is found on roads and highways,it is found on roads and highways
it is used to move rocks and it is used to move soil,it is used to move rocks
it is used to move rocks and it is used to move soil,it is used to move soil
it is used for riding horses in the country and it is used for riding horses on farms,it is used for riding horses in the country
it is used for riding horses in the country and it is used for riding horses on farms,it is used for riding horses on farms
it is used to whistle and it is found on a keychain,it is used to whistle
it is used to whistle and it is found on a keychain,it is found on a keychain
it has a body and it has legs,it has a body
it has a body and it has legs,it has legs
it has a crew and it is used for racing,it has a crew
