feature,changed_feature
it has wax and it is used for drawing,it has wax
it has wax and it is used for drawing,it is used for drawing
it has a small head and it does walk sideways,it has a small head
it has a small head and it does walk sideways,it does walk sideways
it is used in offices and it has a cover,it is used in offices
it is used in offices and it has a cover,it has a cover
it has a bitter taste and it has a cool temperature,it has a bitter taste
it has a bitter taste and it has a cool temperature,it has a cool temperature
it has a blade and it is used for stabbing,it has a blade
it has a blade and it is used for stabbing,it is used for stabbing
it is used for drinking water and it is made of glass,it is used for drinking water
it is used for drinking water and it is made of glass,it is made of glass
it is made of leaves and it has seeds,it is made of leaves
it is made of leaves and it has seeds,it has seeds
it is a prey of wolves and it has four legs,it is a prey of wolves
it is a prey of wolves and it has four legs,it has four legs
it is used for washing dishes and it has a water inlet,it is used for washing dishes
it is used for washing dishes and it has a water inlet,it has a water inlet
it is used for writing and it is used for work,it is used for writing
it is used for writing and it is used for work,it is used for work
it does eat bones and it lives in houses,it does eat bones
it does eat bones and it lives in houses,it lives in houses
it has hair and it has eyes,it has hair
it has hair and it has eyes,it has eyes
it does turn and it does rotate,it does turn
it does turn and it does rotate,it does rotate
it has a hemline and it is long,it has a hemline
it has a hemline and it is long,it is long
it has a long tail and it does have long ears,it has a long tail
it has a long tail and it does have long ears,it does have long ears
it has fins and it has a beak,it has fins
it has fins and it has a beak,it has a beak
it is used for making holes in the ground and it is used for making holes,it is used for making holes in the ground
it is used for making holes in the ground and it is used for making holes,it is used for making holes
it has a hanger and it is used for storing clothes,it has a hanger
it has a hanger and it is used for storing clothes,it is used for storing clothes
it has a rim and the drum is big,it has a rim and the drum is big
it has a rim and the drum is big,it has a rim and the drum is big
it has feathers and it does quack,it has feathers
it has feathers and it does quack,it does quack
it has sharp talons and it has a hooked beak,it has sharp talons
it has sharp talons and it has a hooked beak,it has a hooked beak
it is thin and long,it is thin
it is thin and long,it is long
it is a predator and it does swim,it is a predator
it is a predator and it does swim,it does swim
it is sealed and it does contain information,it is sealed
it is sealed and it does contain information,it does contain information
it is large and it does live in africa,it is large
it is large and it does live in africa,it does live in africa
it does stand on one leg and it does live in the desert,it does stand on one leg
it does stand on one leg and it does live in the desert,it does live in the desert
it is used to keep animals in and out,it is used to keep animals in and out
it is used to keep animals in and out,it is used to keep animals in and out
it has a gate and it has a fence,it has a gate
it has a gate and it has a fence,it has a fence
it is made of wood and it does produce sounds,it is made of wood
it is made of wood and it does produce sounds,it does produce sounds
it lives in the wild and it lives in the woods,it lives in the wild
it lives in the wild and it lives in the woods,it lives in the woods
it is used for eating vegetables and it is used for eating fruit,it is used for eating vegetables
it is used for eating vegetables and it is used for eating fruit,it is used for eating fruit
it is played on sand and it is played on grass,it is played on sand
it is played on sand and it is played on grass,it is played on grass
it is made of wood and it has cloves,it is made of wood
it is made of wood and it has cloves,it has cloves
it opens and closes,it opens and closes
it opens and closes,it opens and closes
it is prey of large animals and it is used for meat,it is prey of large animals
