concept,answer,concept_id,run_nr
truck," It is big, it is used for transportation, it has wheels, it is used for hauling things, it is used for work, it is used for moving things, it has a motor, it has seats, it has a steering wheel, it has brakes, it drives on roads and it moves things.What are the properties of a",truck,18
trumpet," It is a wind instrument, it is a brass instrument, it is a musical instrument, it has a tube, it can play a melody, it has holes, it makes a sound when you blow into it, it has keys and valves, you can play music on it and you can play jazz on it.What are the properties of an",trumpet,18
tuba," It is a musical instrument, it is played in orchestras, it is played by blowing air into it, it is big, it has a long tube, it has a round body, it has holes in the top and bottom, it is made of metal, it is loud when played and it makes low sounds.What are the properties of",tuba,18
turkey," It is edible, it is a bird, it is big, it is eaten by roasting, it has feathers, it has wings, it flies and it is eaten at Thanksgiving.What are the properties of a dog? It is edible, it is a mammal, it has fur, it has four legs, it barks and it lives",turkey,18
turtle," It has a shell, it lives in the sea, it is a reptile, it is a pet, it has a long life, it lives in the water, it has flippers, it lives in the sand, it has a hard shell, it is slow and it comes out of its shell.What are the properties of a pig",turtle,18
typewriter," It is used to write, it is a machine, it has keys, it has a screen, it is used to type, it is used to write books, it is used to write letters, it can be used to write on paper and it is a machine.What are the properties of a telephone? It has a receiver, it has",typewriter,18
umbrella," It is used in the rain, it is used to protect from the rain, it is used in the summer, it is used to shade, it is used to cover, it has a handle and it has a pointy end.What are the properties of an elephant? It has tusks, it is a mammal, it lives in z",umbrella,18
unicycle," It has one wheel, it is used for transportation, it is used by circus performers, it is used by clowns, it has pedals, it is used in competitions, it is used in races, it has a seat, it has handlebars, it is ridden on the street and it is ridden on the grass.What are the properties",unicycle,18
van," It is big, it is a car, it has wheels, it has four doors, it is blue, it is used for work, it has seats, it can carry things, it runs on petrol and it is used for business.What are the properties of a computer? It is electronic, it has a screen, it can store info",van,18
veil," It is worn by women, it is worn with a dress, it is worn on the head, it covers the face, it is worn at a wedding, it protects the face and it can be white or black.What are the properties of a bulldozer? It is used to push dirt and to dig holes, it has a blade,",veil,18
violin," It is a musical instrument, it is a stringed instrument, it is played with a bow, it has strings, it is played with a bow, it makes music, it is made of wood, it is used in orchestras and it has a body.What are the properties of a rose? It is edible, it has thorns",violin,18
walrus," It is a mammal, it lives in the ocean, it has tusks, it is a relative of elephants, it is an animal, it has a trunk, it eats fish, it has a blubber layer, it lives in the Arctic Ocean, it has a furry coat and it weighs over 1 ton.What are the properties",walrus,18
wand," It is a stick, it is used to cast spells, it is magical, it has a core, it is used to cast spells, it is used by wizards, it has a core, it has a handle and it is used to cast spells.What are the properties of a dog? It is furry, it barks, it has",wand,18
wasp," It has wings, it is an insect, it has a stinger, it lives in nests, it lives in gardens, it eats caterpillars, it is black and yellow, it makes nests, it is dangerous, it flies, it has stripes and it has a stinger.What are the properties of a crocodile? It is",wasp,18
whale," It is a mammal, it has a tail, it is a relative of dolphins, it is a mammal, it lives in the ocean, it has teeth, it has fins, it has hair, it eats fish and other sea animals, it has bones, it is big and it eats smaller sea animals.What are the properties of a dog",whale,18
wheel," It is round, it has spokes, it is used for transportation, it is used on cars, it has rubber tires, it is used to move objects, it is used to make things easier to move, it makes things go faster, it is used in sports, it has a hub and it has a rim.What are the properties of",wheel,18
wheelbarrow," It has wheels, it is a vehicle, it is used in gardening, it is used to carry things, it is used to transport things, it has handles, it is made of wood and it has a body.What are the properties of a grape? It is edible, it grows on a vine, it has a skin, it is",wheelbarrow,18
whip," It is a tool, it is used to hit people, it is a weapon, it hurts people, it is made of leather, it is used in sports, it is used in bull riding, it is used in horse riding, it has a handle and it has a long tail.What are the properties of a dictionary? It has pages",whip,18
whistle," It makes a sound, it is used for music, it is made of plastic, it is small, it is used in sports, it makes a loud noise, it is made of metal, it is used in sports, it is used for music, it makes a sound when you blow in it and it is used in sports.What are",whistle,18
worm," It is a parasite, it lives in the ground, it eats dirt, it lives in gardens, it has no legs, it is a pest, it is brown and it is a bug.What are the properties of a dog? It has fur, it is a mammal, it is a relative of wolves and foxes, it has ears and",worm,18
yacht," It has sails, it is a boat, it has a crew, it is used for sailing, it has a motor, it has a flag, it is used for leisure, it is used on the sea, it can hold more than one person, it is made of wood and it has a captain.What are the properties of a pencil",yacht,18
zebra," It has stripes, it is an animal, it has fur, it is a relative of horses, it is black and white, it lives in the wild, it has stripes, it is fast, it eats leaves and grass, it is a mammal, it lives in Africa and it has long legs.What are the properties of an elephant?",zebra,18
